3.0000e+03	2.8130e+35
3.0360e+03	3.2945e+35
3.0720e+03	1.3927e+36
3.1080e+03	3.1419e+36
3.1440e+03	6.8021e+36
3.1800e+03	1.4468e+37
3.2160e+03	2.5757e+37
3.2520e+03	3.5785e+37
3.2880e+03	4.2130e+37
3.3240e+03	4.2052e+37
3.3600e+03	3.7378e+37
3.3960e+03	2.5908e+37
3.4320e+03	1.3931e+37
3.4680e+03	8.2984e+36
3.5040e+03	6.3218e+36
3.5400e+03	4.7506e+36
3.5760e+03	3.8722e+36
3.6120e+03	2.9761e+36
3.6480e+03	3.2383e+36
3.6840e+03	4.1177e+36
3.7200e+03	4.5225e+36
3.7560e+03	4.2928e+36
3.7920e+03	5.3675e+36
3.8280e+03	9.2525e+36
3.8640e+03	2.2451e+37
3.9000e+03	5.2125e+37
3.9360e+03	7.7410e+37
3.9720e+03	7.6149e+37
4.0080e+03	5.9117e+37
4.0440e+03	4.8728e+37
4.0800e+03	4.9063e+37
4.1160e+03	5.0821e+37
4.1520e+03	5.2866e+37
4.1880e+03	5.7362e+37
4.2240e+03	5.9876e+37
4.2600e+03	5.1253e+37
4.2960e+03	3.4324e+37
4.3320e+03	2.3363e+37
4.3680e+03	1.8176e+37
4.4040e+03	1.8693e+37
4.4400e+03	2.0120e+37
4.4760e+03	2.0799e+37
4.5120e+03	2.2112e+37
4.5480e+03	3.1758e+37
4.5840e+03	5.9021e+37
4.6200e+03	1.0587e+38
4.6560e+03	1.3808e+38
4.6920e+03	1.4789e+38
4.7280e+03	1.3894e+38
4.7640e+03	1.1942e+38
4.8000e+03	9.5885e+37
4.8360e+03	7.7923e+37
4.8720e+03	7.5164e+37
4.9080e+03	8.0067e+37
4.9440e+03	8.6647e+37
4.9800e+03	9.0304e+37
5.0160e+03	8.3219e+37
5.0520e+03	6.9383e+37
5.0880e+03	5.2191e+37
5.1240e+03	4.4657e+37
5.1600e+03	4.6554e+37
5.1960e+03	5.5213e+37
5.2320e+03	6.3355e+37
5.2680e+03	6.7658e+37
5.3040e+03	6.1989e+37
5.3400e+03	4.8492e+37
5.3760e+03	3.1053e+37
5.4120e+03	1.8298e+37
5.4480e+03	9.2488e+36
5.4840e+03	6.4633e+36
5.5200e+03	4.6450e+36
5.5560e+03	3.6268e+36
5.5920e+03	2.8343e+36
5.6280e+03	2.2166e+36
5.6640e+03	1.9458e+36
5.7000e+03	2.5469e+36
5.7360e+03	4.5544e+36
5.7720e+03	8.8803e+36
5.8080e+03	1.5169e+37
5.8440e+03	2.2090e+37
5.8800e+03	2.6303e+37
5.9160e+03	2.5812e+37
5.9520e+03	2.0810e+37
5.9880e+03	1.4664e+37
6.0240e+03	1.0302e+37
6.0600e+03	9.3280e+36
6.0960e+03	9.2606e+36
6.1320e+03	1.0283e+37
6.1680e+03	1.0898e+37
6.2040e+03	1.0267e+37
6.2400e+03	8.8047e+36
6.2760e+03	6.7624e+36
6.3120e+03	5.0930e+36
6.3480e+03	3.8235e+36
6.3840e+03	3.2710e+36
6.4200e+03	3.1580e+36
6.4560e+03	3.5948e+36
6.4920e+03	4.6410e+36
6.5280e+03	5.8683e+36
6.5640e+03	6.6048e+36
6.6000e+03	5.5894e+36
6.6360e+03	3.6936e+36
6.6720e+03	2.6754e+36
6.7080e+03	1.7803e+36
6.7440e+03	1.4962e+36
6.7800e+03	1.5115e+36
6.8160e+03	1.7175e+36
6.8520e+03	2.0771e+36
6.8880e+03	2.4812e+36
6.9240e+03	3.9472e+36
6.9600e+03	7.0171e+36
6.9960e+03	1.0479e+37
7.0320e+03	1.2636e+37
7.0680e+03	1.4614e+37
7.1040e+03	1.7499e+37
7.1400e+03	2.2952e+37
7.1760e+03	3.2533e+37
7.2120e+03	4.1816e+37
7.2480e+03	5.0314e+37
7.2840e+03	5.5633e+37
7.3200e+03	5.5940e+37
7.3560e+03	4.7865e+37
7.3920e+03	3.7234e+37
7.4280e+03	2.6069e+37
7.4640e+03	1.5937e+37
7.5000e+03	8.9424e+36
7.5360e+03	5.1280e+36
7.5720e+03	4.4481e+36
7.6080e+03	4.2397e+36
7.6440e+03	3.3088e+36
7.6800e+03	2.1994e+36
7.7160e+03	1.9114e+36
7.7520e+03	1.9152e+36
7.7880e+03	1.9937e+36
7.8240e+03	2.0077e+36
7.8600e+03	2.0168e+36
7.8960e+03	1.9968e+36
7.9320e+03	2.0482e+36
7.9680e+03	1.9538e+36
8.0040e+03	1.7327e+36
8.0400e+03	1.4991e+36
8.0760e+03	1.3016e+36
8.1120e+03	1.2529e+36
8.1480e+03	1.3485e+36
8.1840e+03	1.3312e+36
8.2200e+03	1.1649e+36
8.2560e+03	1.2132e+36
8.2920e+03	2.1407e+36
8.3280e+03	4.0906e+36
