3.0000e+03	8.7541e+33
3.0360e+03	5.3728e+33
3.0720e+03	5.1964e+33
3.1080e+03	3.1967e+33
3.1440e+03	2.6775e+33
3.1800e+03	3.9076e+33
3.2160e+03	5.9083e+33
3.2520e+03	8.0962e+33
3.2880e+03	6.7508e+33
3.3240e+03	7.6268e+33
3.3600e+03	9.2501e+33
3.3960e+03	5.9734e+33
3.4320e+03	4.1483e+33
3.4680e+03	4.1704e+33
3.5040e+03	3.5453e+33
3.5400e+03	2.2627e+33
3.5760e+03	3.6725e+33
3.6120e+03	6.5087e+33
3.6480e+03	8.2392e+33
3.6840e+03	2.1396e+34
3.7200e+03	4.7994e+34
3.7560e+03	2.8580e+34
3.7920e+03	1.5390e+34
3.8280e+03	1.2779e+34
3.8640e+03	1.3760e+34
3.9000e+03	3.8379e+34
3.9360e+03	2.2856e+35
3.9720e+03	2.9110e+35
4.0080e+03	5.7195e+35
4.0440e+03	1.2627e+36
4.0800e+03	1.6466e+36
4.1160e+03	8.3186e+35
4.1520e+03	3.3137e+35
4.1880e+03	2.1723e+35
4.2240e+03	2.6009e+35
4.2600e+03	1.2926e+35
4.2960e+03	6.3072e+34
4.3320e+03	4.0727e+34
4.3680e+03	5.4607e+34
4.4040e+03	5.2702e+34
4.4400e+03	4.8957e+34
4.4760e+03	5.7006e+34
4.5120e+03	4.8715e+34
4.5480e+03	2.4000e+34
4.5840e+03	3.5021e+34
4.6200e+03	9.0976e+34
4.6560e+03	2.0447e+35
4.6920e+03	1.7583e+35
4.7280e+03	1.3402e+35
4.7640e+03	1.2122e+35
4.8000e+03	1.3068e+35
4.8360e+03	1.5906e+35
4.8720e+03	1.6515e+35
4.9080e+03	1.7583e+35
4.9440e+03	1.7777e+35
4.9800e+03	1.8286e+35
5.0160e+03	2.1606e+35
5.0520e+03	1.7689e+35
5.0880e+03	1.7750e+35
5.1240e+03	1.9830e+35
5.1600e+03	2.0412e+35
5.1960e+03	1.4977e+35
5.2320e+03	1.2656e+35
5.2680e+03	2.0660e+35
5.3040e+03	1.2250e+35
5.3400e+03	6.0140e+34
5.3760e+03	4.0205e+34
5.4120e+03	3.8277e+34
5.4480e+03	2.8052e+34
5.4840e+03	2.1842e+34
5.5200e+03	2.3271e+34
5.5560e+03	1.6739e+34
5.5920e+03	1.0576e+34
5.6280e+03	1.0461e+34
5.6640e+03	7.3227e+33
5.7000e+03	4.3402e+33
5.7360e+03	4.0376e+33
5.7720e+03	7.4418e+33
5.8080e+03	3.7668e+34
5.8440e+03	1.1363e+35
5.8800e+03	2.4908e+35
5.9160e+03	2.3318e+35
5.9520e+03	8.7980e+34
5.9880e+03	2.7419e+34
6.0240e+03	1.5494e+34
6.0600e+03	7.7093e+34
6.0960e+03	2.0146e+35
6.1320e+03	2.4849e+35
6.1680e+03	2.7520e+35
6.2040e+03	2.8838e+35
6.2400e+03	2.6201e+35
6.2760e+03	2.5112e+35
6.3120e+03	2.6221e+35
6.3480e+03	2.5776e+35
6.3840e+03	2.4486e+35
6.4200e+03	2.4329e+35
6.4560e+03	2.6810e+35
6.4920e+03	3.3739e+35
6.5280e+03	4.6369e+35
6.5640e+03	4.8444e+35
6.6000e+03	3.7278e+35
6.6360e+03	2.5259e+35
6.6720e+03	2.1405e+35
6.7080e+03	2.1133e+35
6.7440e+03	2.0486e+35
6.7800e+03	1.7467e+35
6.8160e+03	1.3060e+35
6.8520e+03	9.8410e+34
6.8880e+03	9.0315e+34
6.9240e+03	9.1730e+34
6.9600e+03	8.3514e+34
6.9960e+03	6.9362e+34
7.0320e+03	1.0099e+35
7.0680e+03	3.4750e+35
7.1040e+03	8.1966e+35
7.1400e+03	2.4167e+36
7.1760e+03	6.7409e+36
7.2120e+03	1.4101e+37
7.2480e+03	2.3162e+37
7.2840e+03	3.3495e+37
7.3200e+03	3.4153e+37
7.3560e+03	2.7363e+37
7.3920e+03	1.5973e+37
7.4280e+03	8.2890e+36
7.4640e+03	3.2381e+36
7.5000e+03	1.2093e+36
7.5360e+03	3.9924e+35
7.5720e+03	1.5146e+35
7.6080e+03	6.9607e+34
7.6440e+03	6.2722e+34
7.6800e+03	5.8396e+34
7.7160e+03	3.8714e+34
7.7520e+03	1.6269e+34
7.7880e+03	4.8978e+33
7.8240e+03	1.8676e+33
7.8600e+03	1.3630e+33
7.8960e+03	1.5458e+33
7.9320e+03	2.2358e+33
7.9680e+03	3.2351e+33
8.0040e+03	5.5310e+33
8.0400e+03	8.3665e+33
8.0760e+03	1.1899e+34
8.1120e+03	1.2245e+34
8.1480e+03	1.1206e+34
8.1840e+03	9.2984e+33
8.2200e+03	8.8213e+33
8.2560e+03	9.7699e+33
8.2920e+03	1.3446e+34
8.3280e+03	2.5836e+34
8.3640e+03	6.4135e+34
8.4000e+03	1.5090e+35
8.4360e+03	3.2720e+35
8.4720e+03	6.8098e+35
8.5080e+03	9.8534e+35
8.5440e+03	9.8292e+35
8.5800e+03	8.4876e+35
8.6160e+03	7.2065e+35
8.6520e+03	7.1356e+35
8.6880e+03	5.6282e+35
8.7240e+03	3.4023e+35
8.7600e+03	1.8953e+35
8.7960e+03	1.1637e+35
8.8320e+03	1.0093e+35
8.8680e+03	1.8006e+35
8.9040e+03	3.2902e+35
8.9400e+03	5.2680e+35
8.9760e+03	7.7922e+35
9.0120e+03	1.0281e+36
9.0480e+03	1.2125e+36
9.0840e+03	1.2392e+36
9.1200e+03	1.0927e+36
9.1560e+03	8.7202e+35
9.1920e+03	6.3593e+35
9.2280e+03	4.5190e+35
9.2640e+03	3.4936e+35
9.3000e+03	4.2519e+35
9.3360e+03	5.4141e+35
9.3720e+03	9.2278e+35
9.4080e+03	1.4368e+36
